scenario,true_fcr,proxy_fcr,repeat_30d,repeat_31_60d,churn,aht,burnout,compliance,strain,rep_id,condition,call_id
fraud_store_promo,0.1022,0.959,0.3621,0.6369,0.1978,623.4,0.5905,0.493,0.6813,REP-0031,high_pressure,HIGH_PRESSURE-01031
clean,0.5176,0.9487,0.1237,0.1347,0.0965,593.2,0.5358,0.4454,0.7787,REP-0032,high_pressure,HIGH_PRESSURE-01032
fraud_care_promo,0.2176,0.9621,0.2482,0.5719,0.1444,641.4,0.5984,0.4588,0.7711,REP-0033,high_pressure,HIGH_PRESSURE-01033
fraud_hic_exchange,0.0799,0.9229,0.4262,0.7048,0.1786,582.3,0.3873,0.2868,0.7896,REP-0034,high_pressure,HIGH_PRESSURE-01034
unresolvable_clean,0.1,0.6107,0.41,0.4713,0.1248,651.5,0.4477,0.4142,0.6893,REP-0035,high_pressure,HIGH_PRESSURE-01035
fraud_care_promo,0.2037,0.9227,0.2864,0.5543,0.1258,648.1,0.4985,0.4543,0.7133,REP-0036,high_pressure,HIGH_PRESSURE-01036
clean,0.5061,0.9283,0.0666,0.0326,0.0802,616.3,0.4722,0.3325,0.7109,REP-0037,high_pressure,HIGH_PRESSURE-01037
gamed_metric,0.1276,0.9401,0.1711,0.7008,0.1329,582.3,0.5521,0.3323,0.6764,REP-0038,high_pressure,HIGH_PRESSURE-01038
loyalty_offer_missed,0.1052,0.9327,0.2868,0.9888,0.2191,596.4,0.4857,0.3028,0.8093,REP-0039,high_pressure,HIGH_PRESSURE-01039
gamed_metric,0.1264,0.9753,0.1681,0.6653,0.1097,589.3,0.3451,0.274,0.7451,REP-0040,high_pressure,HIGH_PRESSURE-01040
fraud_store_promo,0.1542,0.9921,0.3885,0.6388,0.162,655.4,0.5048,0.4663,0.7354,REP-0041,high_pressure,HIGH_PRESSURE-01041
clean,0.6313,0.9122,0.0302,0.0176,0.0706,586.9,0.4002,0.3132,0.675,REP-0042,high_pressure,HIGH_PRESSURE-01042
loyalty_offer_missed,0.028,1.0,0.261,0.9162,0.2366,619.9,0.398,0.4068,0.8342,REP-0043,high_pressure,HIGH_PRESSURE-01043
clean,0.5589,0.8997,0.0738,0.0472,0.1157,659.4,0.5725,0.4064,0.732,REP-0044,high_pressure,HIGH_PRESSURE-01044
fraud_line_add,0.0802,0.8116,0.3093,0.6746,0.1878,626.4,0.2949,0.2667,0.7009,REP-0045,high_pressure,HIGH_PRESSURE-01045
fraud_care_promo,0.1721,0.8811,0.2793,0.5391,0.1341,676.2,0.5341,0.3634,0.6781,REP-0046,high_pressure,HIGH_PRESSURE-01046
unresolvable_clean,0.0986,0.5416,0.3779,0.3448,0.1058,587.4,0.4445,0.3633,0.744,REP-0047,high_pressure,HIGH_PRESSURE-01047
fraud_store_promo,0.0532,0.9246,0.3607,0.6319,0.1709,610.6,0.457,0.3025,0.7373,REP-0048,high_pressure,HIGH_PRESSURE-01048
clean,0.5934,0.9237,0.0847,0.1651,0.0533,585.9,0.2666,0.3873,0.676,REP-0049,high_pressure,HIGH_PRESSURE-01049
gamed_metric,0.117,0.8528,0.1248,0.6952,0.1101,605.6,0.4259,0.349,0.6836,REP-0050,high_pressure,HIGH_PRESSURE-01050
fraud_hic_exchange,0.1772,0.9048,0.4373,0.6851,0.1165,588.6,0.3085,0.3476,0.7376,REP-0051,high_pressure,HIGH_PRESSURE-01051
fraud_care_promo,0.2296,0.9452,0.2481,0.606,0.1213,631.3,0.5195,0.4185,0.7803,REP-0052,high_pressure,HIGH_PRESSURE-01052
fraud_line_add,0.0851,0.8822,0.3063,0.585,0.1569,609.9,0.3699,0.4321,0.7025,REP-0053,high_pressure,HIGH_PRESSURE-01053
gamed_metric,0.071,0.9635,0.211,0.6984,0.0872,583.1,0.3725,0.3788,0.6657,REP-0054,high_pressure,HIGH_PRESSURE-01054
clean,0.645,0.9515,0.0927,0.1152,0.0529,616.5,0.2806,0.3019,0.6918,REP-0055,high_pressure,HIGH_PRESSURE-01055
gamed_metric,0.1108,0.9414,0.1061,0.6935,0.121,678.7,0.5838,0.5029,0.731,REP-0056,high_pressure,HIGH_PRESSURE-01056
clean,0.589,0.917,0.0766,0.1118,0.0895,641.9,0.5559,0.3747,0.6746,REP-0057,high_pressure,HIGH_PRESSURE-01057
clean,0.5199,0.9401,0.0967,0.0599,0.0536,596.5,0.3522,0.2878,0.6888,REP-0058,high_pressure,HIGH_PRESSURE-01058
fraud_care_promo,0.1783,0.9557,0.2657,0.5988,0.1429,574.7,0.3211,0.3797,0.7336,REP-0059,high_pressure,HIGH_PRESSURE-01059
loyalty_offer_missed,0.0553,0.9226,0.2169,0.9539,0.2204,712.2,0.5804,0.5088,0.7054,REP-0060,high_pressure,HIGH_PRESSURE-01060
unresolvable_clean,0.0361,0.595,0.4301,0.3866,0.1423,601.3,0.3624,0.3988,0.7001,REP-0061,high_pressure,HIGH_PRESSURE-01061
loyalty_offer_missed,0.1195,0.976,0.2509,0.86,0.2198,645.9,0.4499,0.3378,0.7065,REP-0062,high_pressure,HIGH_PRESSURE-01062
gamed_metric,0.1103,0.9245,0.1952,0.7862,0.1422,610.0,0.5868,0.4139,0.6654,REP-0063,high_pressure,HIGH_PRESSURE-01063
loyalty_offer_missed,0.0796,0.9845,0.2564,0.8404,0.2287,604.1,0.3452,0.3665,0.7384,REP-0064,high_pressure,HIGH_PRESSURE-01064
loyalty_offer_missed,0.0527,0.9683,0.2511,0.8871,0.2498,649.7,0.5688,0.3749,0.699,REP-0065,high_pressure,HIGH_PRESSURE-01065
fraud_store_promo,0.1732,0.9428,0.3813,0.6717,0.1638,639.4,0.5314,0.3517,0.7009,REP-0066,high_pressure,HIGH_PRESSURE-01066
fraud_store_promo,0.1303,0.9244,0.3541,0.6476,0.1676,602.4,0.5404,0.5097,0.8638,REP-0067,high_pressure,HIGH_PRESSURE-01067
gamed_metric,0.1128,0.9328,0.2388,0.6957,0.1485,625.2,0.5301,0.3141,0.7006,REP-0068,high_pressure,HIGH_PRESSURE-01068
gamed_metric,0.0314,0.9302,0.1015,0.7287,0.1303,594.5,0.454,0.426,0.6817,REP-0069,high_pressure,HIGH_PRESSURE-01069
loyalty_offer_missed,0.1118,0.9956,0.2563,0.8475,0.2011,590.5,0.456,0.2364,0.6975,REP-0070,high_pressure,HIGH_PRESSURE-01070
gamed_metric,0.0278,0.9286,0.1473,0.684,0.16,580.7,0.3784,0.4126,0.728,REP-0071,high_pressure,HIGH_PRESSURE-01071
fraud_hic_exchange,0.122,0.848,0.4378,0.677,0.108,624.9,0.555,0.3267,0.7714,REP-0072,high_pressure,HIGH_PRESSURE-01072
gamed_metric,0.0976,0.948,0.1203,0.7013,0.1378,631.3,0.5915,0.5225,0.7103,REP-0073,high_pressure,HIGH_PRESSURE-01073
gamed_metric,0.1247,0.9387,0.2093,0.7235,0.0912,638.8,0.4694,0.3302,0.7308,REP-0074,high_pressure,HIGH_PRESSURE-01074
fraud_hic_exchange,0.1993,0.8932,0.4662,0.6578,0.1992,585.9,0.3817,0.4031,0.7017,REP-0075,high_pressure,HIGH_PRESSURE-01075
fraud_store_promo,0.1419,0.9052,0.3487,0.6354,0.1474,637.9,0.5412,0.3451,0.743,REP-0076,high_pressure,HIGH_PRESSURE-01076
loyalty_offer_missed,0.1463,0.9835,0.2334,0.9342,0.2594,632.3,0.4665,0.4294,0.6801,REP-0077,high_pressure,HIGH_PRESSURE-01077
clean,0.5816,0.9843,0.0646,0.0898,0.1166,667.5,0.5716,0.4569,0.7231,REP-0078,high_pressure,HIGH_PRESSURE-01078
fraud_line_add,0.1485,0.8223,0.3241,0.5654,0.1809,614.7,0.432,0.3402,0.8043,REP-0079,high_pressure,HIGH_PRESSURE-01079
unresolvable_clean,0.0794,0.542,0.4157,0.3222,0.147,660.1,0.4671,0.3427,0.7176,REP-0080,high_pressure,HIGH_PRESSURE-01080
loyalty_offer_missed,0.0883,0.9645,0.2358,0.9298,0.2361,586.2,0.5443,0.3608,0.7341,REP-0081,high_pressure,HIGH_PRESSURE-01081
loyalty_offer_missed,0.1935,0.9716,0.2549,0.8655,0.2243,654.8,0.5741,0.3903,0.7482,REP-0082,high_pressure,HIGH_PRESSURE-01082
gamed_metric,0.1394,0.9549,0.151,0.7309,0.1596,651.5,0.5179,0.2953,0.6565,REP-0083,high_pressure,HIGH_PRESSURE-01083
fraud_line_add,0.1175,0.8845,0.3068,0.6543,0.1821,676.7,0.5086,0.3557,0.749,REP-0084,high_pressure,HIGH_PRESSURE-01084
unresolvable_clean,0.1015,0.5041,0.4565,0.3667,0.1126,637.2,0.5033,0.3139,0.6021,REP-0085,high_pressure,HIGH_PRESSURE-01085
gamed_metric,0.0993,0.8739,0.1416,0.7151,0.1634,647.0,0.6118,0.3923,0.7946,REP-0086,high_pressure,HIGH_PRESSURE-01086
gamed_metric,0.1565,0.8762,0.1669,0.7417,0.1346,593.0,0.3554,0.3478,0.686,REP-0087,high_pressure,HIGH_PRESSURE-01087
clean,0.5721,0.8836,0.0929,0.106,0.0811,607.8,0.4645,0.3211,0.7735,REP-0088,high_pressure,HIGH_PRESSURE-01088
gamed_metric,0.0783,0.8652,0.1651,0.6884,0.1526,620.0,0.4016,0.297,0.7057,REP-0089,high_pressure,HIGH_PRESSURE-01089
loyalty_offer_missed,0.0931,0.9384,0.2661,0.8607,0.2654,644.6,0.6058,0.5495,0.7395,REP-0090,high_pressure,HIGH_PRESSURE-01090
loyalty_offer_missed,0.0916,0.9388,0.2449,0.9193,0.2108,649.6,0.5258,0.4621,0.7155,REP-0091,high_pressure,HIGH_PRESSURE-01091
clean,0.5278,0.9399,0.1052,0.0279,0.0511,662.9,0.4618,0.346,0.6902,REP-0092,high_pressure,HIGH_PRESSURE-01092
fraud_line_add,0.0824,0.9085,0.3395,0.5739,0.2086,663.6,0.6132,0.5028,0.7499,REP-0093,high_pressure,HIGH_PRESSURE-01093
gamed_metric,0.1189,0.9191,0.1751,0.7076,0.131,620.2,0.4055,0.3279,0.6765,REP-0094,high_pressure,HIGH_PRESSURE-01094
clean,0.5609,0.8952,0.0637,0.0,0.0646,617.4,0.4624,0.3765,0.706,REP-0095,high_pressure,HIGH_PRESSURE-01095
clean,0.6101,0.8967,0.0662,0.0626,0.064,576.6,0.4381,0.4073,0.7117,REP-0096,high_pressure,HIGH_PRESSURE-01096
fraud_store_promo,0.1737,0.9084,0.3675,0.6698,0.1478,607.6,0.4074,0.3251,0.7444,REP-0097,high_pressure,HIGH_PRESSURE-01097
fraud_line_add,0.1453,0.8733,0.2902,0.6443,0.1676,627.4,0.5033,0.4597,0.866,REP-0098,high_pressure,HIGH_PRESSURE-01098
unresolvable_clean,0.1078,0.5752,0.4201,0.37,0.1147,613.2,0.4688,0.3365,0.7937,REP-0099,high_pressure,HIGH_PRESSURE-01099
clean,0.6003,0.9179,0.1058,0.0,0.0959,572.8,0.4045,0.4332,0.7079,REP-0100,high_pressure,HIGH_PRESSURE-01100
fraud_line_add,0.2446,0.8768,0.3558,0.6454,0.1769,676.6,0.6512,0.4022,0.7157,REP-0101,high_pressure,HIGH_PRESSURE-01101
fraud_store_promo,0.1805,0.9098,0.4241,0.6708,0.1451,569.2,0.4331,0.4584,0.5758,REP-0102,high_pressure,HIGH_PRESSURE-01102
fraud_store_promo,0.156,0.8912,0.3203,0.6175,0.1647,578.1,0.3625,0.3718,0.7012,REP-0103,high_pressure,HIGH_PRESSURE-01103
gamed_metric,0.1492,0.9893,0.215,0.6816,0.1452,629.2,0.386,0.3093,0.7706,REP-0104,high_pressure,HIGH_PRESSURE-01104
fraud_line_add,0.1376,0.8783,0.3685,0.6402,0.2076,618.7,0.3391,0.3497,0.6618,REP-0105,high_pressure,HIGH_PRESSURE-01105
fraud_hic_exchange,0.0642,0.8825,0.4947,0.6822,0.1809,656.7,0.4841,0.4785,0.727,REP-0106,high_pressure,HIGH_PRESSURE-01106
clean,0.4903,0.9612,0.1306,0.0925,0.0899,654.6,0.5558,0.4367,0.7476,REP-0107,high_pressure,HIGH_PRESSURE-01107
loyalty_offer_missed,0.0968,0.9855,0.2429,0.9503,0.2699,636.2,0.4636,0.3437,0.872,REP-0108,high_pressure,HIGH_PRESSURE-01108
gamed_metric,0.1226,0.9081,0.1896,0.6856,0.1974,640.5,0.5208,0.4266,0.7311,REP-0109,high_pressure,HIGH_PRESSURE-01109
loyalty_offer_missed,0.0731,0.9535,0.2678,0.9474,0.2273,649.7,0.4931,0.4999,0.7827,REP-0110,high_pressure,HIGH_PRESSURE-01110
unresolvable_clean,0.061,0.5894,0.3871,0.4026,0.1444,569.5,0.3158,0.3608,0.8178,REP-0111,high_pressure,HIGH_PRESSURE-01111
unresolvable_clean,0.0356,0.615,0.4455,0.3466,0.1468,590.9,0.418,0.4411,0.7933,REP-0112,high_pressure,HIGH_PRESSURE-01112
gamed_metric,0.0463,0.9653,0.1081,0.7151,0.1565,629.9,0.5523,0.4776,0.7461,REP-0113,high_pressure,HIGH_PRESSURE-01113
gamed_metric,0.0409,0.9626,0.173,0.7382,0.1093,693.0,0.5887,0.3532,0.7654,REP-0114,high_pressure,HIGH_PRESSURE-01114
gamed_metric,0.102,0.953,0.1917,0.7545,0.1356,605.8,0.4289,0.3881,0.746,REP-0115,high_pressure,HIGH_PRESSURE-01115
unresolvable_clean,0.0331,0.6238,0.37,0.4206,0.0992,603.2,0.5543,0.3118,0.7725,REP-0116,high_pressure,HIGH_PRESSURE-01116
clean,0.5975,0.8911,0.0836,0.0471,0.1009,610.8,0.5723,0.3973,0.7965,REP-0117,high_pressure,HIGH_PRESSURE-01117
loyalty_offer_missed,0.1381,0.9277,0.2365,0.8795,0.2172,660.8,0.5134,0.3548,0.7889,REP-0118,high_pressure,HIGH_PRESSURE-01118
loyalty_offer_missed,0.0814,0.869,0.2084,0.9277,0.195,607.3,0.4813,0.3473,0.6621,REP-0119,high_pressure,HIGH_PRESSURE-01119
fraud_store_promo,0.1447,0.8678,0.4219,0.7035,0.1261,614.8,0.5393,0.3295,0.6312,REP-0120,high_pressure,HIGH_PRESSURE-01120
unresolvable_clean,0.0281,0.589,0.4722,0.4038,0.1289,652.0,0.5007,0.4491,0.7051,REP-0121,high_pressure,HIGH_PRESSURE-01121
fraud_line_add,0.1173,0.8934,0.3061,0.636,0.1783,673.6,0.5183,0.3699,0.7071,REP-0122,high_pressure,HIGH_PRESSURE-01122
fraud_hic_exchange,0.143,0.9048,0.4195,0.6755,0.1511,574.6,0.3354,0.3724,0.6983,REP-0123,high_pressure,HIGH_PRESSURE-01123
loyalty_offer_missed,0.1407,0.9199,0.2356,0.9018,0.215,625.6,0.4301,0.3978,0.6723,REP-0124,high_pressure,HIGH_PRESSURE-01124
clean,0.564,0.9311,0.091,0.0895,0.0401,582.7,0.2587,0.3076,0.6819,REP-0125,high_pressure,HIGH_PRESSURE-01125
fraud_line_add,0.0815,0.858,0.385,0.6918,0.2341,598.3,0.3379,0.2768,0.6815,REP-0126,high_pressure,HIGH_PRESSURE-01126
clean,0.7223,0.9052,0.0285,0.1468,0.0456,649.7,0.4263,0.3586,0.785,REP-0127,high_pressure,HIGH_PRESSURE-01127
gamed_metric,0.0473,0.8938,0.1854,0.73,0.1785,632.4,0.6131,0.5421,0.7013,REP-0128,high_pressure,HIGH_PRESSURE-01128
gamed_metric,0.1353,0.9306,0.1261,0.6811,0.1471,628.5,0.3539,0.4033,0.6492,REP-0129,high_pressure,HIGH_PRESSURE-01129
gamed_metric,0.0736,0.9024,0.1615,0.7203,0.1444,618.7,0.5875,0.5664,0.8053,REP-0130,high_pressure,HIGH_PRESSURE-01130
fraud_care_promo,0.145,0.9501,0.2595,0.5459,0.1539,661.9,0.7699,0.494,0.77,REP-0131,high_pressure,HIGH_PRESSURE-01131
loyalty_offer_missed,0.1405,0.9804,0.2129,0.918,0.2214,615.6,0.4648,0.4486,0.746,REP-0132,high_pressure,HIGH_PRESSURE-01132
gamed_metric,0.0195,0.9084,0.1706,0.7234,0.141,627.3,0.3862,0.4425,0.6563,REP-0133,high_pressure,HIGH_PRESSURE-01133
loyalty_offer_missed,0.1061,0.9402,0.2982,0.8456,0.2042,634.3,0.4678,0.3379,0.7084,REP-0134,high_pressure,HIGH_PRESSURE-01134
unresolvable_clean,0.0301,0.5691,0.4245,0.3848,0.1022,608.7,0.5047,0.3385,0.7482,REP-0135,high_pressure,HIGH_PRESSURE-01135
gamed_metric,0.0719,0.9125,0.1903,0.6923,0.1339,640.6,0.4751,0.305,0.7164,REP-0136,high_pressure,HIGH_PRESSURE-01136
fraud_hic_exchange,0.0908,0.9465,0.4368,0.6626,0.1946,620.4,0.3779,0.2169,0.6958,REP-0137,high_pressure,HIGH_PRESSURE-01137
fraud_hic_exchange,0.0221,0.8952,0.3905,0.6895,0.1488,634.8,0.5928,0.382,0.6685,REP-0138,high_pressure,HIGH_PRESSURE-01138
fraud_hic_exchange,0.1507,0.9023,0.4361,0.6777,0.1734,645.2,0.6235,0.421,0.6873,REP-0139,high_pressure,HIGH_PRESSURE-01139
fraud_store_promo,0.0843,0.8679,0.4041,0.5538,0.1832,635.8,0.4377,0.3547,0.7862,REP-0140,high_pressure,HIGH_PRESSURE-01140
clean,0.6285,0.9538,0.1327,0.0445,0.1008,597.7,0.582,0.435,0.7491,REP-0141,high_pressure,HIGH_PRESSURE-01141
loyalty_offer_missed,0.1118,0.9722,0.2778,0.9879,0.236,561.1,0.3801,0.4261,0.7121,REP-0142,high_pressure,HIGH_PRESSURE-01142
fraud_store_promo,0.1539,0.9173,0.3832,0.6566,0.1756,601.6,0.4516,0.4789,0.745,REP-0143,high_pressure,HIGH_PRESSURE-01143
clean,0.5989,0.9054,0.1228,0.0238,0.0731,590.2,0.2915,0.2797,0.7302,REP-0144,high_pressure,HIGH_PRESSURE-01144
clean,0.6099,0.9521,0.0675,0.0177,0.0651,620.8,0.4329,0.3664,0.7885,REP-0145,high_pressure,HIGH_PRESSURE-01145
clean,0.5586,0.9458,0.0321,0.0323,0.083,663.6,0.6332,0.5359,0.7864,REP-0146,high_pressure,HIGH_PRESSURE-01146
clean,0.5845,0.922,0.0823,0.0468,0.0852,583.9,0.3672,0.3804,0.7844,REP-0147,high_pressure,HIGH_PRESSURE-01147
clean,0.607,0.9205,0.0924,0.0313,0.0588,622.3,0.5489,0.3376,0.8244,REP-0148,high_pressure,HIGH_PRESSURE-01148
gamed_metric,0.1157,0.9473,0.1622,0.7143,0.1691,593.5,0.462,0.3607,0.6763,REP-0149,high_pressure,HIGH_PRESSURE-01149
fraud_store_promo,0.1946,0.8619,0.3443,0.6912,0.1532,647.3,0.598,0.5047,0.742,REP-0150,high_pressure,HIGH_PRESSURE-01150
fraud_care_promo,0.1922,0.9482,0.2606,0.4692,0.1309,657.3,0.3593,0.2661,0.7413,REP-0151,high_pressure,HIGH_PRESSURE-01151
fraud_hic_exchange,0.0683,0.8896,0.4281,0.592,0.149,584.9,0.1899,0.2635,0.7143,REP-0152,high_pressure,HIGH_PRESSURE-01152
gamed_metric,0.1357,0.9944,0.177,0.7627,0.1573,601.6,0.5113,0.48,0.718,REP-0153,high_pressure,HIGH_PRESSURE-01153
clean,0.7025,0.9608,0.119,0.1099,0.0805,579.0,0.2707,0.4185,0.7541,REP-0154,high_pressure,HIGH_PRESSURE-01154
loyalty_offer_missed,0.0509,0.8962,0.2215,0.9687,0.2249,610.7,0.5027,0.406,0.7377,REP-0155,high_pressure,HIGH_PRESSURE-01155
loyalty_offer_missed,0.188,0.9248,0.2345,0.881,0.2062,601.2,0.5897,0.4683,0.6992,REP-0156,high_pressure,HIGH_PRESSURE-01156
fraud_line_add,0.1871,0.8778,0.4006,0.6239,0.196,613.6,0.3477,0.3513,0.6922,REP-0157,high_pressure,HIGH_PRESSURE-01157
gamed_metric,0.0628,0.9143,0.1163,0.7622,0.155,665.6,0.4947,0.3895,0.7131,REP-0158,high_pressure,HIGH_PRESSURE-01158
fraud_store_promo,0.1338,0.9129,0.3886,0.5813,0.1631,571.4,0.3488,0.3177,0.7107,REP-0159,high_pressure,HIGH_PRESSURE-01159
fraud_store_promo,0.1375,0.9894,0.3739,0.6041,0.1289,647.1,0.4156,0.3858,0.7536,REP-0160,high_pressure,HIGH_PRESSURE-01160
fraud_store_promo,0.1044,0.9206,0.3892,0.647,0.1463,607.4,0.4883,0.4013,0.6772,REP-0161,high_pressure,HIGH_PRESSURE-01161
clean,0.6184,0.8975,0.0985,0.0,0.0625,576.8,0.3403,0.3704,0.7727,REP-0162,high_pressure,HIGH_PRESSURE-01162
clean,0.5529,0.9255,0.0944,0.0316,0.0694,628.8,0.4066,0.2769,0.7394,REP-0163,high_pressure,HIGH_PRESSURE-01163
loyalty_offer_missed,0.0615,0.9355,0.2621,0.9428,0.2299,598.7,0.2924,0.3987,0.8205,REP-0164,high_pressure,HIGH_PRESSURE-01164
clean,0.5753,0.995,0.1033,0.0443,0.0461,615.2,0.4233,0.3693,0.7317,REP-0165,high_pressure,HIGH_PRESSURE-01165
clean,0.6287,0.8995,0.1322,0.014,0.0643,599.6,0.4482,0.2831,0.7022,REP-0166,high_pressure,HIGH_PRESSURE-01166
clean,0.607,0.9598,0.0619,0.0355,0.0788,636.6,0.5448,0.3932,0.7719,REP-0167,high_pressure,HIGH_PRESSURE-01167
loyalty_offer_missed,0.1642,0.9735,0.2499,0.941,0.1839,569.0,0.3243,0.3043,0.7353,REP-0168,high_pressure,HIGH_PRESSURE-01168
fraud_care_promo,0.2489,0.9599,0.3058,0.4841,0.162,609.6,0.3346,0.2999,0.7212,REP-0169,high_pressure,HIGH_PRESSURE-01169
unresolvable_clean,0.0319,0.5676,0.4385,0.3833,0.1082,604.4,0.5782,0.4609,0.6344,REP-0170,high_pressure,HIGH_PRESSURE-01170
fraud_store_promo,0.1282,0.9008,0.4013,0.6443,0.169,585.2,0.2955,0.2361,0.7117,REP-0171,high_pressure,HIGH_PRESSURE-01171
clean,0.4921,0.9258,0.1102,0.1037,0.0642,629.7,0.6962,0.5074,0.8133,REP-0172,high_pressure,HIGH_PRESSURE-01172
gamed_metric,0.1654,0.9478,0.1306,0.6922,0.104,640.7,0.4104,0.299,0.6689,REP-0173,high_pressure,HIGH_PRESSURE-01173
gamed_metric,0.1489,0.9426,0.1368,0.6428,0.1302,587.0,0.3274,0.3155,0.6815,REP-0174,high_pressure,HIGH_PRESSURE-01174
fraud_store_promo,0.1436,0.8142,0.3327,0.6236,0.126,618.0,0.3585,0.4577,0.7487,REP-0175,high_pressure,HIGH_PRESSURE-01175
unresolvable_clean,0.0958,0.56,0.4025,0.3711,0.0962,582.5,0.3722,0.3059,0.7164,REP-0176,high_pressure,HIGH_PRESSURE-01176
clean,0.5167,0.9659,0.0872,0.0817,0.0491,617.0,0.5268,0.3938,0.6915,REP-0177,high_pressure,HIGH_PRESSURE-01177
loyalty_offer_missed,0.0629,0.9583,0.2771,0.852,0.2439,641.8,0.7037,0.4184,0.765,REP-0178,high_pressure,HIGH_PRESSURE-01178
clean,0.5265,0.9195,0.1014,0.0052,0.0443,623.0,0.4962,0.4041,0.6722,REP-0179,high_pressure,HIGH_PRESSURE-01179
gamed_metric,0.1243,0.9217,0.1683,0.6943,0.1331,642.5,0.5791,0.4158,0.646,REP-0180,high_pressure,HIGH_PRESSURE-01180
fraud_hic_exchange,0.087,0.9017,0.4687,0.6169,0.1828,605.9,0.3152,0.2272,0.6839,REP-0181,high_pressure,HIGH_PRESSURE-01181
fraud_line_add,0.1522,0.9012,0.3759,0.5776,0.2042,618.4,0.4776,0.3235,0.7303,REP-0182,high_pressure,HIGH_PRESSURE-01182
gamed_metric,0.1044,0.9416,0.1726,0.707,0.1159,682.0,0.8635,0.5766,0.7107,REP-0183,high_pressure,HIGH_PRESSURE-01183
unresolvable_clean,0.0473,0.5782,0.4055,0.4103,0.0991,626.2,0.4752,0.3726,0.7693,REP-0184,high_pressure,HIGH_PRESSURE-01184
fraud_care_promo,0.1542,0.9558,0.3162,0.4647,0.1415,663.2,0.5118,0.4243,0.7643,REP-0185,high_pressure,HIGH_PRESSURE-01185
fraud_line_add,0.154,0.8398,0.3577,0.6132,0.2054,578.1,0.3932,0.3596,0.7019,REP-0186,high_pressure,HIGH_PRESSURE-01186
clean,0.5084,0.9189,0.085,0.0756,0.0648,670.1,0.6108,0.4093,0.7784,REP-0187,high_pressure,HIGH_PRESSURE-01187
clean,0.4735,0.9096,0.0378,0.0834,0.0648,654.6,0.5511,0.3156,0.8094,REP-0188,high_pressure,HIGH_PRESSURE-01188
fraud_care_promo,0.2342,0.9501,0.2336,0.603,0.1442,642.4,0.3239,0.3439,0.5815,REP-0189,high_pressure,HIGH_PRESSURE-01189
clean,0.4924,0.9516,0.095,0.1348,0.0936,719.1,0.6974,0.3993,0.8131,REP-0190,high_pressure,HIGH_PRESSURE-01190
fraud_line_add,0.1178,0.8199,0.3531,0.5511,0.1764,683.2,0.5739,0.3728,0.7931,REP-0191,high_pressure,HIGH_PRESSURE-01191
loyalty_offer_missed,0.0308,0.9609,0.2826,0.928,0.2034,600.6,0.4568,0.3395,0.7595,REP-0192,high_pressure,HIGH_PRESSURE-01192
fraud_store_promo,0.1274,0.9631,0.4502,0.6262,0.1759,678.4,0.5617,0.3576,0.7366,REP-0193,high_pressure,HIGH_PRESSURE-01193
fraud_hic_exchange,0.1193,0.9198,0.4237,0.5759,0.1467,612.4,0.3701,0.2398,0.7417,REP-0194,high_pressure,HIGH_PRESSURE-01194
gamed_metric,0.1104,0.9934,0.1951,0.764,0.1146,604.8,0.365,0.36,0.707,REP-0195,high_pressure,HIGH_PRESSURE-01195
clean,0.6016,0.9485,0.0503,0.0152,0.0853,667.1,0.6179,0.4586,0.8547,REP-0196,high_pressure,HIGH_PRESSURE-01196
fraud_line_add,0.1971,0.9192,0.2953,0.5338,0.1923,629.6,0.4925,0.3703,0.6811,REP-0197,high_pressure,HIGH_PRESSURE-01197
clean,0.595,0.9143,0.0851,0.1078,0.0225,630.3,0.5735,0.4799,0.7477,REP-0198,high_pressure,HIGH_PRESSURE-01198
clean,0.6462,0.8902,0.1061,0.0908,0.0377,586.5,0.2232,0.2576,0.7385,REP-0199,high_pressure,HIGH_PRESSURE-01199
fraud_hic_exchange,0.107,0.9054,0.4067,0.6749,0.175,611.0,0.5113,0.3029,0.7149,REP-0200,high_pressure,HIGH_PRESSURE-01200
gamed_metric,0.0839,0.9519,0.1359,0.6789,0.133,642.5,0.3719,0.3623,0.7339,REP-0201,high_pressure,HIGH_PRESSURE-01201
fraud_store_promo,0.1441,0.9245,0.4458,0.6375,0.1962,673.3,0.5476,0.3392,0.7516,REP-0202,high_pressure,HIGH_PRESSURE-01202
fraud_store_promo,0.1342,0.9041,0.3962,0.6382,0.1415,617.6,0.4586,0.2767,0.7585,REP-0203,high_pressure,HIGH_PRESSURE-01203
loyalty_offer_missed,0.11,0.9397,0.1826,0.8181,0.189,578.2,0.2347,0.2239,0.7396,REP-0204,high_pressure,HIGH_PRESSURE-01204
fraud_line_add,0.1467,0.9074,0.3592,0.5791,0.2154,652.2,0.4094,0.381,0.7262,REP-0205,high_pressure,HIGH_PRESSURE-01205
fraud_care_promo,0.1618,0.9224,0.2553,0.5601,0.1102,660.1,0.5751,0.4392,0.7709,REP-0206,high_pressure,HIGH_PRESSURE-01206
fraud_hic_exchange,0.1289,0.8544,0.4003,0.6563,0.1548,596.6,0.4826,0.3534,0.775,REP-0207,high_pressure,HIGH_PRESSURE-01207
loyalty_offer_missed,0.0993,1.0,0.2739,0.849,0.2031,597.5,0.5491,0.4247,0.7344,REP-0208,high_pressure,HIGH_PRESSURE-01208
clean,0.5874,0.9211,0.0968,0.0686,0.0586,593.0,0.4628,0.3292,0.8098,REP-0209,high_pressure,HIGH_PRESSURE-01209
